url,name,categories,start_date,end_date,starting_price,venue_name,venue_address
https://www.londontheatre.co.uk/show/12201-six-the-musical                                           ,SIX Tickets                                                           ,'Musicals',"29th September, 2021 ","30th November, 2025  ",               ,Vaudeville Theatre                      ,"404 Strand, London, United Kingdom, WC2R 0NH"
https://www.londontheatre.co.uk/show/12201-six-the-musical                                           ,SIX Tickets                                                           ,'Drama',"29th September, 2021 ","30th November, 2025  ",               ,Vaudeville Theatre                      ,"404 Strand, London, United Kingdom, WC2R 0NH"
https://www.londontheatre.co.uk/show/12201-six-the-musical                                           ,SIX Tickets                                                           ,'Comedy',"29th September, 2021 ","30th November, 2025  ",               ,Vaudeville Theatre                      ,"404 Strand, London, United Kingdom, WC2R 0NH"
https://www.londontheatre.co.uk/show/12201-six-the-musical                                           ,SIX Tickets                                                           ,'History',"29th September, 2021 ","30th November, 2025  ",               ,Vaudeville Theatre                      ,"404 Strand, London, United Kingdom, WC2R 0NH"
https://www.londontheatre.co.uk/show/12201-six-the-musical                                           ,SIX Tickets                                                           ,'Theatre Week',"29th September, 2021 ","30th November, 2025  ",               ,Vaudeville Theatre                      ,"404 Strand, London, United Kingdom, WC2R 0NH"
https://www.londontheatre.co.uk/show/12201-six-the-musical                                           ,SIX Tickets                                                           ,'Award winners',"29th September, 2021 ","30th November, 2025  ",               ,Vaudeville Theatre                      ,"404 Strand, London, United Kingdom, WC2R 0NH"
https://www.londontheatre.co.uk/show/12201-six-the-musical                                           ,SIX Tickets                                                           ,'West End',"29th September, 2021 ","30th November, 2025  ",               ,Vaudeville Theatre                      ,"404 Strand, London, United Kingdom, WC2R 0NH"
https://www.londontheatre.co.uk/show/37379-come-alive                                                ,Come Alive! The Greatest Showman Circus Spectacular Tickets           ,'Circus and Magic',"23rd September, 2024 ",                       ,               ,Empress Museum                          ,"Empress Place, London, United Kingdom, SW6 1TT"
https://www.londontheatre.co.uk/show/37379-come-alive                                                ,Come Alive! The Greatest Showman Circus Spectacular Tickets           ,'Off West End',"23rd September, 2024 ",                       ,               ,Empress Museum                          ,"Empress Place, London, United Kingdom, SW6 1TT"
https://www.londontheatre.co.uk/show/43451-the-comedy-about-spies                                    ,The Comedy About Spies Tickets                                        ,'Plays',"14th April, 2025     ","3rd August, 2025     ",               ,Noël Coward Theatre                     ,"85-88 St Martin's Lane, London, United Kingdom, WC2N 4AU"
https://www.londontheatre.co.uk/show/43451-the-comedy-about-spies                                    ,The Comedy About Spies Tickets                                        ,'Comedy',"14th April, 2025     ","3rd August, 2025     ",               ,Noël Coward Theatre                     ,"85-88 St Martin's Lane, London, United Kingdom, WC2N 4AU"
https://www.londontheatre.co.uk/show/43451-the-comedy-about-spies                                    ,The Comedy About Spies Tickets                                        ,'West End',"14th April, 2025     ","3rd August, 2025     ",               ,Noël Coward Theatre                     ,"85-88 St Martin's Lane, London, United Kingdom, WC2N 4AU"
https://www.londontheatre.co.uk/show/35374-dr-strangelove                                            ,Dr Strangelove Tickets                                                ,'Plays',"8th October, 2024    ","25th January, 2025   ",               ,Noël Coward Theatre                     ,"85-88 St Martin's Lane, London, United Kingdom, WC2N 4AU"
https://www.londontheatre.co.uk/show/35374-dr-strangelove                                            ,Dr Strangelove Tickets                                                ,'Boxing Day',"8th October, 2024    ","25th January, 2025   ",               ,Noël Coward Theatre                     ,"85-88 St Martin's Lane, London, United Kingdom, WC2N 4AU"
https://www.londontheatre.co.uk/show/35374-dr-strangelove                                            ,Dr Strangelove Tickets                                                ,'Stars on Stage',"8th October, 2024    ","25th January, 2025   ",               ,Noël Coward Theatre                     ,"85-88 St Martin's Lane, London, United Kingdom, WC2N 4AU"
https://www.londontheatre.co.uk/show/35374-dr-strangelove                                            ,Dr Strangelove Tickets                                                ,'Satire',"8th October, 2024    ","25th January, 2025   ",               ,Noël Coward Theatre                     ,"85-88 St Martin's Lane, London, United Kingdom, WC2N 4AU"
https://www.londontheatre.co.uk/show/35374-dr-strangelove                                            ,Dr Strangelove Tickets                                                ,'West End',"8th October, 2024    ","25th January, 2025   ",               ,Noël Coward Theatre                     ,"85-88 St Martin's Lane, London, United Kingdom, WC2N 4AU"
https://www.londontheatre.co.uk/show/14375-richard-ii                                                ,Richard II Tickets                                                    ,'Plays',"10th February, 2025  ","10th May, 2025       ",               ,Bridge Theatre                          ,"3 Potters Fields Park, London, United Kingdom, SE1 2SG"
https://www.londontheatre.co.uk/show/14375-richard-ii                                                ,Richard II Tickets                                                    ,'Drama',"10th February, 2025  ","10th May, 2025       ",               ,Bridge Theatre                          ,"3 Potters Fields Park, London, United Kingdom, SE1 2SG"
https://www.londontheatre.co.uk/show/14375-richard-ii                                                ,Richard II Tickets                                                    ,'History',"10th February, 2025  ","10th May, 2025       ",               ,Bridge Theatre                          ,"3 Potters Fields Park, London, United Kingdom, SE1 2SG"
https://www.londontheatre.co.uk/show/14375-richard-ii                                                ,Richard II Tickets                                                    ,'Stars on Stage',"10th February, 2025  ","10th May, 2025       ",               ,Bridge Theatre                          ,"3 Potters Fields Park, London, United Kingdom, SE1 2SG"
https://www.londontheatre.co.uk/show/14375-richard-ii                                                ,Richard II Tickets                                                    ,'Off West End',"10th February, 2025  ","10th May, 2025       ",               ,Bridge Theatre                          ,"3 Potters Fields Park, London, United Kingdom, SE1 2SG"
https://www.londontheatre.co.uk/show/24499-nutcracker-english-national-ballet                        ,Nutcracker - English National Ballet Tickets                          ,'Ballet',"12th December, 2024  ","12th January, 2025   ",               ,London Coliseum                         ,"St Martin's Lane, London, United Kingdom, WC2N 4ES"
https://www.londontheatre.co.uk/show/24499-nutcracker-english-national-ballet                        ,Nutcracker - English National Ballet Tickets                          ,'West End',"12th December, 2024  ","12th January, 2025   ",               ,London Coliseum                         ,"St Martin's Lane, London, United Kingdom, WC2N 4ES"
https://www.londontheatre.co.uk/show/24499-nutcracker-english-national-ballet                        ,Nutcracker - English National Ballet Tickets                          ,'Classical',"12th December, 2024  ","12th January, 2025   ",               ,London Coliseum                         ,"St Martin's Lane, London, United Kingdom, WC2N 4ES"
https://www.londontheatre.co.uk/show/8832-hansel-and-gretel---globe                                  ,Hansel and Gretel - Globe Tickets                                     ,'Musicals',"29th November, 2024  ","5th January, 2025    ",               ,Globe Theatre                           ,"Shakespeare's Globe, 21 New Globe Walk, London, United Kingdom, SE1 9DT"
https://www.londontheatre.co.uk/show/8832-hansel-and-gretel---globe                                  ,Hansel and Gretel - Globe Tickets                                     ,'Off West End',"29th November, 2024  ","5th January, 2025    ",               ,Globe Theatre                           ,"Shakespeare's Globe, 21 New Globe Walk, London, United Kingdom, SE1 9DT"
https://www.londontheatre.co.uk/show/8832-hansel-and-gretel---globe                                  ,Hansel and Gretel - Globe Tickets                                     ,'Cyber Monday',"29th November, 2024  ","5th January, 2025    ",               ,Globe Theatre                           ,"Shakespeare's Globe, 21 New Globe Walk, London, United Kingdom, SE1 9DT"
https://www.londontheatre.co.uk/show/36384-only-fools-and-horses-the-musical                         ,Only Fools and Horses The Musical Tickets                             ,'Musicals',"17th December, 2024  ","5th January, 2025    ",               ,Eventim Apollo                          ,"45 Queen Caroline Street, London, United Kingdom, W6 9QH"
https://www.londontheatre.co.uk/show/36384-only-fools-and-horses-the-musical                         ,Only Fools and Horses The Musical Tickets                             ,'Comedy',"17th December, 2024  ","5th January, 2025    ",               ,Eventim Apollo                          ,"45 Queen Caroline Street, London, United Kingdom, W6 9QH"
https://www.londontheatre.co.uk/show/36384-only-fools-and-horses-the-musical                         ,Only Fools and Horses The Musical Tickets                             ,'Off West End',"17th December, 2024  ","5th January, 2025    ",               ,Eventim Apollo                          ,"45 Queen Caroline Street, London, United Kingdom, W6 9QH"
https://www.londontheatre.co.uk/show/43135-disneys-hercules                                          ,Disney's Hercules Tickets                                             ,'Musicals',"6th June, 2025       ","10th January, 2026   ",               ,Theatre Royal Drury Lane                ,"Catherine Street, London, United Kingdom, WC2B 5JF"
https://www.londontheatre.co.uk/show/43135-disneys-hercules                                          ,Disney's Hercules Tickets                                             ,'West End',"6th June, 2025       ","10th January, 2026   ",               ,Theatre Royal Drury Lane                ,"Catherine Street, London, United Kingdom, WC2B 5JF"
https://www.londontheatre.co.uk/show/23939-cabaret                                                   ,Cabaret Tickets                                                       ,'Musicals',"15th November, 2021  ",                       ,               ,Kit Kat Club at the Playhouse Theatre   ,"Playhouse Theater, Northumberland Ave, London, WC2N 5NS, United Kingdom, WC2N 5DE"
https://www.londontheatre.co.uk/show/43205-the-great-gatsby                                          ,The Great Gatsby Tickets                                              ,'Musicals',"11th April, 2025     ","7th September, 2025  ",               ,London Coliseum                         ,"St Martin's Lane, London, United Kingdom, WC2N 4ES"
https://www.londontheatre.co.uk/show/43205-the-great-gatsby                                          ,The Great Gatsby Tickets                                              ,'West End',"11th April, 2025     ","7th September, 2025  ",               ,London Coliseum                         ,"St Martin's Lane, London, United Kingdom, WC2N 4ES"
https://www.londontheatre.co.uk/show/41312-a-midsummer-nights-dream                                  ,A Midsummer Night's Dream - Barbican Tickets                          ,'Plays',"3rd December, 2024   ","18th January, 2025   ",               ,Barbican Centre                         ,"Silk Street, London, United Kingdom, EC2Y 8DS"
https://www.londontheatre.co.uk/show/41312-a-midsummer-nights-dream                                  ,A Midsummer Night's Dream - Barbican Tickets                          ,'Boxing Day',"3rd December, 2024   ","18th January, 2025   ",               ,Barbican Centre                         ,"Silk Street, London, United Kingdom, EC2Y 8DS"
https://www.londontheatre.co.uk/show/41312-a-midsummer-nights-dream                                  ,A Midsummer Night's Dream - Barbican Tickets                          ,'Stars on Stage',"3rd December, 2024   ","18th January, 2025   ",               ,Barbican Centre                         ,"Silk Street, London, United Kingdom, EC2Y 8DS"
https://www.londontheatre.co.uk/show/41312-a-midsummer-nights-dream                                  ,A Midsummer Night's Dream - Barbican Tickets                          ,'Off West End',"3rd December, 2024   ","18th January, 2025   ",               ,Barbican Centre                         ,"Silk Street, London, United Kingdom, EC2Y 8DS"
https://www.londontheatre.co.uk/show/41659-merchant-of-venice-1936                                   ,The Merchant of Venice 1936 Tickets                                   ,'Plays',"28th December, 2024  ","25th January, 2025   ",               ,Trafalgar Studios                       ,"14 Whitehall, London, United Kingdom, SW1A 2DY"
https://www.londontheatre.co.uk/show/41659-merchant-of-venice-1936                                   ,The Merchant of Venice 1936 Tickets                                   ,'Boxing Day',"28th December, 2024  ","25th January, 2025   ",               ,Trafalgar Studios                       ,"14 Whitehall, London, United Kingdom, SW1A 2DY"
https://www.londontheatre.co.uk/show/41659-merchant-of-venice-1936                                   ,The Merchant of Venice 1936 Tickets                                   ,'Stars on Stage',"28th December, 2024  ","25th January, 2025   ",               ,Trafalgar Studios                       ,"14 Whitehall, London, United Kingdom, SW1A 2DY"
https://www.londontheatre.co.uk/show/41659-merchant-of-venice-1936                                   ,The Merchant of Venice 1936 Tickets                                   ,'West End',"28th December, 2024  ","25th January, 2025   ",               ,Trafalgar Studios                       ,"14 Whitehall, London, United Kingdom, SW1A 2DY"
https://www.londontheatre.co.uk/show/42504-the-score                                                 ,The Score Tickets                                                     ,'Plays',"20th February, 2025  ","26th April, 2025     ",               ,Theatre Royal Haymarket                 ,"18 Suffolk St, London, United Kingdom, SW1Y 4HT"
https://www.londontheatre.co.uk/show/42504-the-score                                                 ,The Score Tickets                                                     ,'Boxing Day',"20th February, 2025  ","26th April, 2025     ",               ,Theatre Royal Haymarket                 ,"18 Suffolk St, London, United Kingdom, SW1Y 4HT"
https://www.londontheatre.co.uk/show/42504-the-score                                                 ,The Score Tickets                                                     ,'West End',"20th February, 2025  ","26th April, 2025     ",               ,Theatre Royal Haymarket                 ,"18 Suffolk St, London, United Kingdom, SW1Y 4HT"
https://www.londontheatre.co.uk/show/39210-bill-bailey-thoughtifier                                  ,Bill Bailey - Thoughtifier Tickets                                    ,'Comedy Shows',"28th December, 2024  ","15th February, 2025  ",               ,Theatre Royal Haymarket                 ,"18 Suffolk St, London, United Kingdom, SW1Y 4HT"
https://www.londontheatre.co.uk/show/39210-bill-bailey-thoughtifier                                  ,Bill Bailey - Thoughtifier Tickets                                    ,'West End',"28th December, 2024  ","15th February, 2025  ",               ,Theatre Royal Haymarket                 ,"18 Suffolk St, London, United Kingdom, SW1Y 4HT"
https://www.londontheatre.co.uk/show/25334-witness-for-the-prosecution                               ,Witness for the Prosecution Tickets                                   ,'Immersive Experiences',"27th September, 2022 ","28th September, 2025 ",               ,London County Hall                      ,"Belvedere Road, London, United Kingdom, SE1 7PB"
https://www.londontheatre.co.uk/show/25334-witness-for-the-prosecution                               ,Witness for the Prosecution Tickets                                   ,'Drama',"27th September, 2022 ","28th September, 2025 ",               ,London County Hall                      ,"Belvedere Road, London, United Kingdom, SE1 7PB"
https://www.londontheatre.co.uk/show/25334-witness-for-the-prosecution                               ,Witness for the Prosecution Tickets                                   ,'Crime / Thriller / Mystery',"27th September, 2022 ","28th September, 2025 ",               ,London County Hall                      ,"Belvedere Road, London, United Kingdom, SE1 7PB"
https://www.londontheatre.co.uk/show/25334-witness-for-the-prosecution                               ,Witness for the Prosecution Tickets                                   ,'Off West End',"27th September, 2022 ","28th September, 2025 ",               ,London County Hall                      ,"Belvedere Road, London, United Kingdom, SE1 7PB"
https://www.londontheatre.co.uk/show/25334-witness-for-the-prosecution                               ,Witness for the Prosecution Tickets                                   ,'Classic',"27th September, 2022 ","28th September, 2025 ",               ,London County Hall                      ,"Belvedere Road, London, United Kingdom, SE1 7PB"
https://www.londontheatre.co.uk/show/25629-the-smartest-giant-in-town                                ,The Smartest Giant In Town Tickets                                    ,'Musicals',"29th November, 2024  ","5th January, 2025    ",               ,St. Martin's Theatre                    ,"West Street, London, United Kingdom, WC2H 9NZ"
https://www.londontheatre.co.uk/show/25629-the-smartest-giant-in-town                                ,The Smartest Giant In Town Tickets                                    ,'Family / Kid-friendly',"29th November, 2024  ","5th January, 2025    ",               ,St. Martin's Theatre                    ,"West Street, London, United Kingdom, WC2H 9NZ"
https://www.londontheatre.co.uk/show/25629-the-smartest-giant-in-town                                ,The Smartest Giant In Town Tickets                                    ,'West End',"29th November, 2024  ","5th January, 2025    ",               ,St. Martin's Theatre                    ,"West Street, London, United Kingdom, WC2H 9NZ"
https://www.londontheatre.co.uk/show/25389-my-neighbour-totoro                                       ,My Neighbour Totoro Tickets                                           ,'Plays',"8th March, 2025      ","2nd November, 2025   ",               ,Gillian Lynne Theatre                   ,"166 Drury Lane, London, United Kingdom, WC2B 5PW"
https://www.londontheatre.co.uk/show/25389-my-neighbour-totoro                                       ,My Neighbour Totoro Tickets                                           ,'Family / Kid-friendly',"8th March, 2025      ","2nd November, 2025   ",               ,Gillian Lynne Theatre                   ,"166 Drury Lane, London, United Kingdom, WC2B 5PW"
https://www.londontheatre.co.uk/show/25389-my-neighbour-totoro                                       ,My Neighbour Totoro Tickets                                           ,'Adventure',"8th March, 2025      ","2nd November, 2025   ",               ,Gillian Lynne Theatre                   ,"166 Drury Lane, London, United Kingdom, WC2B 5PW"
https://www.londontheatre.co.uk/show/25389-my-neighbour-totoro                                       ,My Neighbour Totoro Tickets                                           ,'Award winners',"8th March, 2025      ","2nd November, 2025   ",               ,Gillian Lynne Theatre                   ,"166 Drury Lane, London, United Kingdom, WC2B 5PW"
https://www.londontheatre.co.uk/show/25389-my-neighbour-totoro                                       ,My Neighbour Totoro Tickets                                           ,'West End',"8th March, 2025      ","2nd November, 2025   ",               ,Gillian Lynne Theatre                   ,"166 Drury Lane, London, United Kingdom, WC2B 5PW"
https://www.londontheatre.co.uk/show/42324-a-very-naughty-christmas                                  ,A Very Naughty Christmas Tickets                                      ,'Cabaret',"28th November, 2024  ","11th January, 2025   ",               ,Southwark Playhouse Elephant            ,"Dante Place 80 Newington Butts, London, United Kingdom, SE11 4FL"
https://www.londontheatre.co.uk/show/42324-a-very-naughty-christmas                                  ,A Very Naughty Christmas Tickets                                      ,'Boxing Day',"28th November, 2024  ","11th January, 2025   ",               ,Southwark Playhouse Elephant            ,"Dante Place 80 Newington Butts, London, United Kingdom, SE11 4FL"
https://www.londontheatre.co.uk/show/42324-a-very-naughty-christmas                                  ,A Very Naughty Christmas Tickets                                      ,'Off West End',"28th November, 2024  ","11th January, 2025   ",               ,Southwark Playhouse Elephant            ,"Dante Place 80 Newington Butts, London, United Kingdom, SE11 4FL"
https://www.londontheatre.co.uk/show/39937-the-little-foxes                                          ,The Little Foxes Tickets                                              ,'Plays',"3rd December, 2024   ","8th February, 2025   ",               ,Young Vic (Main House)                  ,"66 The Cut, London, United Kingdom, SE1 8LZ"
https://www.londontheatre.co.uk/show/39937-the-little-foxes                                          ,The Little Foxes Tickets                                              ,'Off West End',"3rd December, 2024   ","8th February, 2025   ",               ,Young Vic (Main House)                  ,"66 The Cut, London, United Kingdom, SE1 8LZ"
https://www.londontheatre.co.uk/show/43262-unicorn                                                   ,Unicorn Tickets                                                       ,'Plays',"4th February, 2025   ","26th April, 2025     ",               ,Garrick Theatre                         ,"2 Charing Cross Road, London, United Kingdom, WC2H 0HH"
https://www.londontheatre.co.uk/show/43262-unicorn                                                   ,Unicorn Tickets                                                       ,'West End',"4th February, 2025   ","26th April, 2025     ",               ,Garrick Theatre                         ,"2 Charing Cross Road, London, United Kingdom, WC2H 0HH"
https://www.londontheatre.co.uk/show/26625-the-snowman                                               ,The Snowman Tickets                                                   ,'Musicals',"23rd November, 2024  ","4th January, 2025    ",               ,Peacock Theatre                         ,"Portugal Street, London, United Kingdom, WC2A 2HT"
https://www.londontheatre.co.uk/show/26625-the-snowman                                               ,The Snowman Tickets                                                   ,'Boxing Day',"23rd November, 2024  ","4th January, 2025    ",               ,Peacock Theatre                         ,"Portugal Street, London, United Kingdom, WC2A 2HT"
https://www.londontheatre.co.uk/show/26625-the-snowman                                               ,The Snowman Tickets                                                   ,'Family / Kid-friendly',"23rd November, 2024  ","4th January, 2025    ",               ,Peacock Theatre                         ,"Portugal Street, London, United Kingdom, WC2A 2HT"
https://www.londontheatre.co.uk/show/26625-the-snowman                                               ,The Snowman Tickets                                                   ,'Holiday',"23rd November, 2024  ","4th January, 2025    ",               ,Peacock Theatre                         ,"Portugal Street, London, United Kingdom, WC2A 2HT"
https://www.londontheatre.co.uk/show/26625-the-snowman                                               ,The Snowman Tickets                                                   ,'Off West End',"23rd November, 2024  ","4th January, 2025    ",               ,Peacock Theatre                         ,"Portugal Street, London, United Kingdom, WC2A 2HT"
https://www.londontheatre.co.uk/show/41707-oedipus                                                   ,Oedipus Tickets                                                       ,'Plays',"4th October, 2024    ","4th January, 2025    ",               ,Wyndham's Theatre                       ,"32-36 Charing Cross Road, London, United Kingdom, WC2H 0DA"
https://www.londontheatre.co.uk/show/41707-oedipus                                                   ,Oedipus Tickets                                                       ,'Drama',"4th October, 2024    ","4th January, 2025    ",               ,Wyndham's Theatre                       ,"32-36 Charing Cross Road, London, United Kingdom, WC2H 0DA"
https://www.londontheatre.co.uk/show/41707-oedipus                                                   ,Oedipus Tickets                                                       ,'Stars on Stage',"4th October, 2024    ","4th January, 2025    ",               ,Wyndham's Theatre                       ,"32-36 Charing Cross Road, London, United Kingdom, WC2H 0DA"
https://www.londontheatre.co.uk/show/41707-oedipus                                                   ,Oedipus Tickets                                                       ,'Classic',"4th October, 2024    ","4th January, 2025    ",               ,Wyndham's Theatre                       ,"32-36 Charing Cross Road, London, United Kingdom, WC2H 0DA"
https://www.londontheatre.co.uk/show/41707-oedipus                                                   ,Oedipus Tickets                                                       ,'West End',"4th October, 2024    ","4th January, 2025    ",               ,Wyndham's Theatre                       ,"32-36 Charing Cross Road, London, United Kingdom, WC2H 0DA"
https://www.londontheatre.co.uk/show/32338-peppa-pigs-fun-day-out                                    ,Peppa Pig’s Fun Day Out Tickets                                       ,'Musicals',"28th November, 2024  ","5th January, 2025    ",               ,Theatre Royal Haymarket                 ,"18 Suffolk St, London, United Kingdom, SW1Y 4HT"
https://www.londontheatre.co.uk/show/32338-peppa-pigs-fun-day-out                                    ,Peppa Pig’s Fun Day Out Tickets                                       ,'Family / Kid-friendly',"28th November, 2024  ","5th January, 2025    ",               ,Theatre Royal Haymarket                 ,"18 Suffolk St, London, United Kingdom, SW1Y 4HT"
https://www.londontheatre.co.uk/show/32338-peppa-pigs-fun-day-out                                    ,Peppa Pig’s Fun Day Out Tickets                                       ,'West End',"28th November, 2024  ","5th January, 2025    ",               ,Theatre Royal Haymarket                 ,"18 Suffolk St, London, United Kingdom, SW1Y 4HT"
https://www.londontheatre.co.uk/show/25037-musicals-by-candlelight                                   ,Musicals by Candlelight Tickets                                       ,'Musicals',"6th September, 2024  ","16th May, 2025       ",               ,The Actors' Church                      ,"Bedford Street, London, United Kingdom, WC2E 9ED"
https://www.londontheatre.co.uk/show/25037-musicals-by-candlelight                                   ,Musicals by Candlelight Tickets                                       ,'Boxing Day',"6th September, 2024  ","16th May, 2025       ",               ,The Actors' Church                      ,"Bedford Street, London, United Kingdom, WC2E 9ED"
https://www.londontheatre.co.uk/show/25037-musicals-by-candlelight                                   ,Musicals by Candlelight Tickets                                       ,'West End',"6th September, 2024  ","16th May, 2025       ",               ,The Actors' Church                      ,"Bedford Street, London, United Kingdom, WC2E 9ED"
https://www.londontheatre.co.uk/show/25037-musicals-by-candlelight                                   ,Musicals by Candlelight Tickets                                       ,'Romance',"6th September, 2024  ","16th May, 2025       ",               ,The Actors' Church                      ,"Bedford Street, London, United Kingdom, WC2E 9ED"
https://www.londontheatre.co.uk/show/24429-faulty-towers-the-dining-experience                       ,Faulty Towers The Dining Experience Tickets                           ,'Immersive Experiences',,,,,
https://www.londontheatre.co.uk/show/24429-faulty-towers-the-dining-experience                       ,Faulty Towers The Dining Experience Tickets                           ,'Comedy',,,,,
https://www.londontheatre.co.uk/show/24429-faulty-towers-the-dining-experience                       ,Faulty Towers The Dining Experience Tickets                           ,'West End',,,,,
https://www.londontheatre.co.uk/show/41687-cymbeline-or-globe                                        ,Cymbeline - Globe Tickets                                             ,'Plays',"10th January, 2025   ","20th April, 2025     ",               ,Sam Wanamaker Playhouse                 ,"21 New Globe Walk, Bankside, London, UK, SE1 9DT"
https://www.londontheatre.co.uk/show/41687-cymbeline-or-globe                                        ,Cymbeline - Globe Tickets                                             ,'Off West End',"10th January, 2025   ","20th April, 2025     ",               ,Sam Wanamaker Playhouse                 ,"21 New Globe Walk, Bankside, London, UK, SE1 9DT"
https://www.londontheatre.co.uk/show/42786-the-lightning-thief-the-percy-jackson-musical             ,The Lightning Thief: The Percy Jackson Musical Tickets                ,'Musicals',"22nd November, 2024  ","31st August, 2025    ",               ,The Other Palace - Main Theatre         ,"12 Palace Street, London, United Kingdom, SW1E 5JA"
https://www.londontheatre.co.uk/show/42786-the-lightning-thief-the-percy-jackson-musical             ,The Lightning Thief: The Percy Jackson Musical Tickets                ,'Boxing Day',"22nd November, 2024  ","31st August, 2025    ",               ,The Other Palace - Main Theatre         ,"12 Palace Street, London, United Kingdom, SW1E 5JA"
https://www.londontheatre.co.uk/show/42786-the-lightning-thief-the-percy-jackson-musical             ,The Lightning Thief: The Percy Jackson Musical Tickets                ,'Off West End',"22nd November, 2024  ","31st August, 2025    ",               ,The Other Palace - Main Theatre         ,"12 Palace Street, London, United Kingdom, SW1E 5JA"
https://www.londontheatre.co.uk/show/43487-dirty-dancing                                             ,Dirty Dancing Tickets                                                 ,'Musicals',"23rd October, 2025   ",                       ,               ,Capital Theatre                         ,"Westfield London, Shepherd's Bush, London, United Kingdom, W12 7GF"
https://www.londontheatre.co.uk/show/43487-dirty-dancing                                             ,Dirty Dancing Tickets                                                 ,'Boxing Day',"23rd October, 2025   ",                       ,               ,Capital Theatre                         ,"Westfield London, Shepherd's Bush, London, United Kingdom, W12 7GF"
https://www.londontheatre.co.uk/show/40903-titanique                                                 ,Titanique Tickets                                                     ,'Musicals',"9th December, 2024   ","30th March, 2025     ",               ,Criterion Theatre                       ,"218-223 Piccadilly, Piccadilly Circus, London, United Kingdom, SW1Y 4XA"
https://www.londontheatre.co.uk/show/40903-titanique                                                 ,Titanique Tickets                                                     ,'Boxing Day',"9th December, 2024   ","30th March, 2025     ",               ,Criterion Theatre                       ,"218-223 Piccadilly, Piccadilly Circus, London, United Kingdom, SW1Y 4XA"
https://www.londontheatre.co.uk/show/40903-titanique                                                 ,Titanique Tickets                                                     ,'Jukebox',"9th December, 2024   ","30th March, 2025     ",               ,Criterion Theatre                       ,"218-223 Piccadilly, Piccadilly Circus, London, United Kingdom, SW1Y 4XA"
https://www.londontheatre.co.uk/show/43304-cinderella                                                ,Cinderella Tickets                                                    ,'Musicals',"30th November, 2024  ","4th January, 2025    ",               ,King's Head Theatre                     ,"116P Upper Street, Islington, London, N1 1QP, -, London, UK, N1 1QP"
https://www.londontheatre.co.uk/show/43304-cinderella                                                ,Cinderella Tickets                                                    ,'Off West End',"30th November, 2024  ","4th January, 2025    ",               ,King's Head Theatre                     ,"116P Upper Street, Islington, London, N1 1QP, -, London, UK, N1 1QP"
https://www.londontheatre.co.uk/show/42610-barcelona                                                 ,Barcelona Tickets                                                     ,'Plays',"21st October, 2024   ","11th January, 2025   ",               ,Duke of York's Theatre                  ,"104 St Martin's Lane, London, United Kingdom, WC2N 4BG"
https://www.londontheatre.co.uk/show/42610-barcelona                                                 ,Barcelona Tickets                                                     ,'West End',"21st October, 2024   ","11th January, 2025   ",               ,Duke of York's Theatre                  ,"104 St Martin's Lane, London, United Kingdom, WC2N 4BG"
https://www.londontheatre.co.uk/show/43130-the-years                                                 ,The Years Tickets                                                     ,'Plays',"24th January, 2025   ","19th April, 2025     ",               ,Harold Pinter Theatre                   ,"6 Panton Street, London, United Kingdom, SW1Y 4DN"
https://www.londontheatre.co.uk/show/43130-the-years                                                 ,The Years Tickets                                                     ,'Boxing Day',"24th January, 2025   ","19th April, 2025     ",               ,Harold Pinter Theatre                   ,"6 Panton Street, London, United Kingdom, SW1Y 4DN"
https://www.londontheatre.co.uk/show/43130-the-years                                                 ,The Years Tickets                                                     ,'West End',"24th January, 2025   ","19th April, 2025     ",               ,Harold Pinter Theatre                   ,"6 Panton Street, London, United Kingdom, SW1Y 4DN"
https://www.londontheatre.co.uk/show/35497-just-for-one-day                                          ,Just For One Day Tickets                                              ,'Musicals',"15th May, 2025       ","10th January, 2026   ",               ,Shaftesbury Theatre                     ,"210 Shaftesbury Avenue, London, United Kingdom, WC2H 8DP"
https://www.londontheatre.co.uk/show/35497-just-for-one-day                                          ,Just For One Day Tickets                                              ,'Drama',"15th May, 2025       ","10th January, 2026   ",               ,Shaftesbury Theatre                     ,"210 Shaftesbury Avenue, London, United Kingdom, WC2H 8DP"
https://www.londontheatre.co.uk/show/35497-just-for-one-day                                          ,Just For One Day Tickets                                              ,'Jukebox',"15th May, 2025       ","10th January, 2026   ",               ,Shaftesbury Theatre                     ,"210 Shaftesbury Avenue, London, United Kingdom, WC2H 8DP"
https://www.londontheatre.co.uk/show/35497-just-for-one-day                                          ,Just For One Day Tickets                                              ,'West End',"15th May, 2025       ","10th January, 2026   ",               ,Shaftesbury Theatre                     ,"210 Shaftesbury Avenue, London, United Kingdom, WC2H 8DP"
https://www.londontheatre.co.uk/show/35497-just-for-one-day                                          ,Just For One Day Tickets                                              ,'Biography',"15th May, 2025       ","10th January, 2026   ",               ,Shaftesbury Theatre                     ,"210 Shaftesbury Avenue, London, United Kingdom, WC2H 8DP"
https://www.londontheatre.co.uk/show/27315-the-simon-and-garfunkel-story                             ,The Simon & Garfunkel Story Tickets                                   ,'Musicals',"10th February, 2025  ","10th February, 2025  ",               ,London Palladium                        ,"8 Argyll Street, London, United Kingdom, W1F 7TF"
