url,name,categories,start_date,end_date,starting_price,venue_name,venue_address
https://www.londontheatre.co.uk/show/8547-tina-the-musical                                           ,Tina - The Tina Turner Musical Tickets                                ,'Boxing Day',"5th August, 2021     ","25th October, 2025   ",               ,Aldwych Theatre                         ,"49 Aldwych, London, United Kingdom, WC2B 4DF"
https://www.londontheatre.co.uk/show/8547-tina-the-musical                                           ,Tina - The Tina Turner Musical Tickets                                ,'Drama',"5th August, 2021     ","25th October, 2025   ",               ,Aldwych Theatre                         ,"49 Aldwych, London, United Kingdom, WC2B 4DF"
https://www.londontheatre.co.uk/show/8547-tina-the-musical                                           ,Tina - The Tina Turner Musical Tickets                                ,'Jukebox',"5th August, 2021     ","25th October, 2025   ",               ,Aldwych Theatre                         ,"49 Aldwych, London, United Kingdom, WC2B 4DF"
https://www.londontheatre.co.uk/show/8547-tina-the-musical                                           ,Tina - The Tina Turner Musical Tickets                                ,'West End',"5th August, 2021     ","25th October, 2025   ",               ,Aldwych Theatre                         ,"49 Aldwych, London, United Kingdom, WC2B 4DF"
https://www.londontheatre.co.uk/show/8547-tina-the-musical                                           ,Tina - The Tina Turner Musical Tickets                                ,'Biography',"5th August, 2021     ","25th October, 2025   ",               ,Aldwych Theatre                         ,"49 Aldwych, London, United Kingdom, WC2B 4DF"
https://www.londontheatre.co.uk/show/34706-the-devil-wears-prada                                     ,The Devil Wears Prada Tickets                                         ,'Musicals',"24th October, 2024   ",                       ,               ,Dominion Theatre                        ,"268-269 Tottenham Court Rd, London, United Kingdom, W1T 7RQ"
https://www.londontheatre.co.uk/show/34706-the-devil-wears-prada                                     ,The Devil Wears Prada Tickets                                         ,'Drama',"24th October, 2024   ",                       ,               ,Dominion Theatre                        ,"268-269 Tottenham Court Rd, London, United Kingdom, W1T 7RQ"
https://www.londontheatre.co.uk/show/34706-the-devil-wears-prada                                     ,The Devil Wears Prada Tickets                                         ,'Comedy',"24th October, 2024   ",                       ,               ,Dominion Theatre                        ,"268-269 Tottenham Court Rd, London, United Kingdom, W1T 7RQ"
https://www.londontheatre.co.uk/show/34706-the-devil-wears-prada                                     ,The Devil Wears Prada Tickets                                         ,'Stars on Stage',"24th October, 2024   ",                       ,               ,Dominion Theatre                        ,"268-269 Tottenham Court Rd, London, United Kingdom, W1T 7RQ"
https://www.londontheatre.co.uk/show/34706-the-devil-wears-prada                                     ,The Devil Wears Prada Tickets                                         ,'West End',"24th October, 2024   ",                       ,               ,Dominion Theatre                        ,"268-269 Tottenham Court Rd, London, United Kingdom, W1T 7RQ"
https://www.londontheatre.co.uk/show/43263-the-tempest                                               ,The Tempest Tickets                                                   ,'Plays',"7th December, 2024   ","1st February, 2025   ",               ,Theatre Royal Drury Lane                ,"Catherine Street, London, United Kingdom, WC2B 5JF"
https://www.londontheatre.co.uk/show/43263-the-tempest                                               ,The Tempest Tickets                                                   ,'Boxing Day',"7th December, 2024   ","1st February, 2025   ",               ,Theatre Royal Drury Lane                ,"Catherine Street, London, United Kingdom, WC2B 5JF"
https://www.londontheatre.co.uk/show/43263-the-tempest                                               ,The Tempest Tickets                                                   ,'West End',"7th December, 2024   ","1st February, 2025   ",               ,Theatre Royal Drury Lane                ,"Catherine Street, London, United Kingdom, WC2B 5JF"
https://www.londontheatre.co.uk/show/22396-back-to-the-future-the-musical                            ,Back to the Future: The Musical Tickets                               ,'Musicals',"21st September, 2021 ","27th July, 2025      ",               ,Adelphi Theatre                         ,"409-412 Strand, London, United Kingdom, WC2R 0NS"
https://www.londontheatre.co.uk/show/22396-back-to-the-future-the-musical                            ,Back to the Future: The Musical Tickets                               ,'Comedy',"21st September, 2021 ","27th July, 2025      ",               ,Adelphi Theatre                         ,"409-412 Strand, London, United Kingdom, WC2R 0NS"
https://www.londontheatre.co.uk/show/22396-back-to-the-future-the-musical                            ,Back to the Future: The Musical Tickets                               ,'Award winners',"21st September, 2021 ","27th July, 2025      ",               ,Adelphi Theatre                         ,"409-412 Strand, London, United Kingdom, WC2R 0NS"
https://www.londontheatre.co.uk/show/22396-back-to-the-future-the-musical                            ,Back to the Future: The Musical Tickets                               ,'West End',"21st September, 2021 ","27th July, 2025      ",               ,Adelphi Theatre                         ,"409-412 Strand, London, United Kingdom, WC2R 0NS"
https://www.londontheatre.co.uk/show/22396-back-to-the-future-the-musical                            ,Back to the Future: The Musical Tickets                               ,'Sci Fi / Fantasy',"21st September, 2021 ","27th July, 2025      ",               ,Adelphi Theatre                         ,"409-412 Strand, London, United Kingdom, WC2R 0NS"
https://www.londontheatre.co.uk/show/300-les-miserables                                              ,Les Misérables Tickets                                                ,'Musicals',"25th September, 2021 ","6th September, 2025  ",               ,Sondheim Theatre                        ,"51 Shaftesbury Avenue, London, United Kingdom, W1D 6BA"
https://www.londontheatre.co.uk/show/300-les-miserables                                              ,Les Misérables Tickets                                                ,'Drama',"25th September, 2021 ","6th September, 2025  ",               ,Sondheim Theatre                        ,"51 Shaftesbury Avenue, London, United Kingdom, W1D 6BA"
